,0,1,2,3,4,5,6,7
0,0.22167937469030985,0.8291272702212976,0.7920532605003898,0.1379112532998158,0.4522989544477941,0.9244868177736615,0.8651604631219045,0.21021506446202465
1,0.4006133430251837,0.47003216556322625,0.5156277832434628,0.28153826229372536,0.7547397600614528,0.22559863577137074,0.07274622664246799,0.7641653505110635
2,0.9996765505344772,0.2973715240524357,0.6036334940081215,0.9698431234907877,0.623474585191783,0.22569790984045612,0.2808483910289401,0.05428279738719588
3,0.642480084599402,0.7656188954333736,0.5479822054447712,0.8556928775646855,0.6713407852392977,0.9218818027349256,0.4720478667977681,0.7966637908190457
4,0.4384771519959423,0.40119890202332775,0.3142008820540054,0.1674939006241828,0.5930248076445445,0.8182454276879537,0.3579680980185952,0.5344814053712185
5,0.5244571378721176,0.9482927314169667,0.8720657108477822,0.5185619496936917,0.004082589571823503,0.6352347223945276,0.1313544356126064,0.12211543113282741
6,0.017696224368891844,0.033895889520584754,0.8312039587012435,0.0890082133801241,0.4365218176746588,0.8635282513268433,0.6326156063223721,0.447999952221665
7,0.31745427080352073,0.48875616925302967,0.5406189087850288,0.9935098281341488,0.41491381733848065,0.07172553553412642,0.1772901099316,0.18968151801064748
8,0.1491154464826583,0.3982342601942602,0.6599962777913297,0.24384071430409116,0.88184801263051,0.9107586211345218,0.5829764210436124,0.05285117511529114
9,0.05813083379680373,0.45723950139260183,0.3497240834886163,0.495363105689158,0.8944191030736253,0.6187347187711438,0.1946765819282068,0.46351573763214515
10,0.7536874414765542,0.8905598349855405,0.5844704902602048,0.5179433035807475,0.07229368352408494,0.5252502366324447,0.31264225677422053,0.6627771749461556
11,0.6483516693157702,0.27868566630042846,0.9448566633390779,0.6112838901362221,0.38614328909182605,0.2116244253628048,0.28641627097098643,0.3930654357835266
12,0.3565363812906185,0.8154406127549865,0.6941758147433733,0.7484585890800123,0.814097193465742,0.5103736817837904,0.9476652774733569,0.6540177630223719
13,0.7828708174045694,0.4800314836666608,0.5263995881234748,0.1967419844795869,0.807645162412634,0.43599589126370475,0.3463327594889626,0.21497722193544522
14,0.014520661333481177,0.6676525901078673,0.33408699353659166,0.10224725341666363,0.9832665975657027,0.45083460349327076,0.28328515342628424,0.7393315790151467
15,0.4342386641502801,0.18008298712673276,0.9334011448333683,0.1762918209204708,0.9133510316505726,0.40502610316660803,0.34527306237516053,0.4027072950108477
16,0.005646818669725384,0.9590303257281253,0.8829972784942688,0.676761246261373,0.3184473486218057,0.945533972713816,0.9997548732379054,0.8893502035046883
17,0.8785315812305632,0.02284699838917137,0.7323437483194901,0.5397758627218573,0.8878918442027656,0.9147862361256003,0.7419074129616502,0.3547911368208402
18,0.17737708062549118,0.1709861648912543,0.3048181129284302,0.5823711142861246,0.2758430891374912,0.1955450891376782,0.036188475973092715,0.17743250753103923
19,0.5306216208870074,0.34294746323622005,0.7489404475316892,0.5865207381162617,0.655718044135713,0.7095644329834783,0.5837026701189144,0.7868755406772043
20,0.07308586101615389,0.9869266651748244,0.4667223393744321,0.832195840884075,0.6954840444985675,0.07778744110707825,0.3332820328773739,0.38171603897893513
21,0.9698190583122057,0.6117460358906202,0.26046293527243114,0.7790720370907781,0.031982926581922255,0.7580367049846638,0.568580633014619,0.5554300996443068
22,0.05756409367877513,0.4019748887397079,0.8793782169443839,0.8086617408489255,0.8571577450028806,0.823364833600721,0.8612464497906783,0.5569612229199096
23,0.9322385201648548,5.904761057262675e-05,0.5211415531079717,0.6029830905191508,0.47550047858351907,0.3075367090793536,0.9583390795320255,0.7298696169288951
24,0.8203213362693277,0.04031760519082761,0.3101414743115054,0.5732231590190842,0.4594967522348844,0.6299447628149278,0.31294027050037654,0.8809156945101589
25,0.5205755521980747,0.7870145580493765,0.05568436468619076,0.5624837337770822,0.49974597998690806,0.41892423414053936,0.42042706940543817,0.3174112169143186
26,0.9228595164100447,0.21423431157919248,0.8423489618622357,0.2103946008600973,0.7388162650263548,0.8555624669001989,0.4879946203869311,0.46611625202832985
27,0.34079310251941675,0.9120931747133266,0.4378596145907714,0.9285085271803272,0.36385102079157394,0.9398306178493783,0.7117135849707668,0.21820894053588658
28,0.3197939125617709,0.5563452811770726,0.3771968849617784,0.41363746538974044,0.7395073352013753,0.054190194183390994,0.7668479295055433,0.8919986968071622
29,0.5060219021912683,0.09070523222767846,0.17865336863830872,0.34918049898324977,0.5778060103266963,0.3561393448876301,0.6303780327923074,0.08182522873968079
30,0.03224622475809391,0.9658198431601817,0.8455990606541963,0.04096621821829938,0.08955696697851478,0.356342207519566,0.07983746644089307,0.5181585031794687
31,0.6522335850418236,0.28293072600047475,0.07823156857233926,0.8975701421347966,0.8835699963089721,0.15465358803988616,0.8417272553255898,0.1166905142173672
32,0.5621553671590224,0.05835038426417849,0.28179933885145114,0.16310647272529222,0.7777218462894459,0.022613366123475087,0.31752577321467634,0.39244639337484866
33,0.48852570811588836,0.9270295893588753,0.31849635384287134,0.27636790941965483,0.1625292188286519,0.5005373105435755,0.7435610177257989,0.5473174352877429
34,0.2113457733461941,0.30407693470483577,0.13564475897689787,0.9087745377618591,0.9111663206992534,0.19572851338728436,0.6257265035744971,0.6932754742884647
35,0.339513013082406,0.6075597925206719,0.48369245993845267,0.7861863834947589,0.8513747368152227,0.5633549450920805,0.5298399048612958,0.8368662116605068
36,0.9787775566309033,0.6728846226042943,0.8909108294389881,0.011178804563043654,0.9853281352998069,0.5536437610713246,0.16087965758671152,0.21929145601964117
37,0.38752855053357094,0.9822272470636607,0.49993841150927165,0.38788132627464045,0.09468768601793709,0.1669181879138265,0.5473119300330889,0.09099307872383433
